filename,title,exposure_layer1,exposure_layer2,exposure_layer3,outcome_layer1,outcome_layer2,outcome_layer3,study_design,status
"2021 - short-term air pollution, cognitive performance, and nonsteroidal anti-inflammatory drug use in the veterans affairs.pdf","Short-term air pollution, cognitive performance and nonsteroidal anti-inflammatory drug use in the Veterans Affairs Normative Aging Study",chemical,air pollution,short-term PM2.5,psychosocial,cognitive function,Mini-Mental State Examination (MMSE) score,cohort study,success
"2021 - short-term air pollution, cognitive performance, and nonsteroidal anti-inflammatory drug use in the veterans affairs.pdf","Short-term air pollution, cognitive performance and nonsteroidal anti-inflammatory drug use in the Veterans Affairs Normative Aging Study",chemical,air pollution,short-term PM2.5,psychosocial,cognitive function,odds of low MMSE scores (≤25),cohort study,success
"2021 - short-term air pollution, cognitive performance, and nonsteroidal anti-inflammatory drug use in the veterans affairs.pdf","Short-term air pollution, cognitive performance and nonsteroidal anti-inflammatory drug use in the Veterans Affairs Normative Aging Study",chemical,air pollution,short-term black carbon,psychosocial,cognitive function,global cognitive function score,cohort study,success
"2021 - short-term air pollution, cognitive performance, and nonsteroidal anti-inflammatory drug use in the veterans affairs.pdf","Short-term air pollution, cognitive performance and nonsteroidal anti-inflammatory drug use in the Veterans Affairs Normative Aging Study",chemical,air pollution,short-term black carbon,psychosocial,cognitive function,Mini-Mental State Examination (MMSE) score,cohort study,success
"2021 - short-term air pollution, cognitive performance, and nonsteroidal anti-inflammatory drug use in the veterans affairs.pdf","Short-term air pollution, cognitive performance and nonsteroidal anti-inflammatory drug use in the Veterans Affairs Normative Aging Study",chemical,air pollution,short-term black carbon,psychosocial,cognitive function,odds of low MMSE scores (≤25),cohort study,success
2016 - distributional changes in gene-specific methylation associated with temperature.pdf,Distributional changes in gene-specific methylation associated with temperature,physical,temperature,three-week averaged temperature,biomarker,DNA methylation,F3 methylation,longitudinal cohort study,success
2016 - distributional changes in gene-specific methylation associated with temperature.pdf,Distributional changes in gene-specific methylation associated with temperature,physical,temperature,three-week averaged temperature,biomarker,DNA methylation,TLR-2 methylation,longitudinal cohort study,success
2016 - distributional changes in gene-specific methylation associated with temperature.pdf,Distributional changes in gene-specific methylation associated with temperature,physical,temperature,three-week averaged temperature,biomarker,DNA methylation,CRAT methylation,longitudinal cohort study,success
2016 - distributional changes in gene-specific methylation associated with temperature.pdf,Distributional changes in gene-specific methylation associated with temperature,physical,temperature,three-week averaged temperature,biomarker,DNA methylation,ICAM-1 methylation,longitudinal cohort study,success
2016 - distributional changes in gene-specific methylation associated with temperature.pdf,Distributional changes in gene-specific methylation associated with temperature,physical,temperature,three-week averaged temperature,biomarker,DNA methylation,iNOS methylation,longitudinal cohort study,success
2016 - distributional changes in gene-specific methylation associated with temperature.pdf,Distributional changes in gene-specific methylation associated with temperature,physical,temperature,three-week averaged temperature,biomarker,DNA methylation,OGG1 methylation,longitudinal cohort study,success
2016 - distributional changes in gene-specific methylation associated with temperature.pdf,Distributional changes in gene-specific methylation associated with temperature,physical,temperature,three-week averaged temperature,biomarker,DNA methylation,IFN-γ methylation,longitudinal cohort study,success
2016 - distributional changes in gene-specific methylation associated with temperature.pdf,Distributional changes in gene-specific methylation associated with temperature,physical,temperature,three-week averaged temperature,biomarker,DNA methylation,IL-6 methylation,longitudinal cohort study,success
2016 - distributional changes in gene-specific methylation associated with temperature.pdf,Distributional changes in gene-specific methylation associated with temperature,physical,temperature,three-week averaged temperature,biomarker,DNA methylation,GCR methylation,longitudinal cohort study,success
"2011 - repetitive element hypomethylation in blood leukocyte DNA and cancer incidence, prevalence, and mortality in elderly.pdf","Repetitive element hypomethylation in blood leukocyte DNA and cancer incidence, prevalence, and mortality in elderly individuals: the Normative Aging Study",biomarker,DNA methylation,LINE-1 methylation,disease,cancer incidence,all cancers combined,cohort study,success
"2011 - repetitive element hypomethylation in blood leukocyte DNA and cancer incidence, prevalence, and mortality in elderly.pdf","Repetitive element hypomethylation in blood leukocyte DNA and cancer incidence, prevalence, and mortality in elderly individuals: the Normative Aging Study",biomarker,DNA methylation,LINE-1 methylation,disease,cancer prevalence,lung cancer,cohort study,success
"2011 - repetitive element hypomethylation in blood leukocyte DNA and cancer incidence, prevalence, and mortality in elderly.pdf","Repetitive element hypomethylation in blood leukocyte DNA and cancer incidence, prevalence, and mortality in elderly individuals: the Normative Aging Study",biomarker,DNA methylation,LINE-1 methylation,disease,cancer mortality,all cancers combined,cohort study,success
"2011 - repetitive element hypomethylation in blood leukocyte DNA and cancer incidence, prevalence, and mortality in elderly.pdf","Repetitive element hypomethylation in blood leukocyte DNA and cancer incidence, prevalence, and mortality in elderly individuals: the Normative Aging Study",biomarker,DNA methylation,Alu methylation,disease,cancer incidence,all cancers combined,cohort study,success
"2011 - repetitive element hypomethylation in blood leukocyte DNA and cancer incidence, prevalence, and mortality in elderly.pdf","Repetitive element hypomethylation in blood leukocyte DNA and cancer incidence, prevalence, and mortality in elderly individuals: the Normative Aging Study",biomarker,DNA methylation,Alu methylation,disease,cancer prevalence,lung cancer,cohort study,success
"2011 - repetitive element hypomethylation in blood leukocyte DNA and cancer incidence, prevalence, and mortality in elderly.pdf","Repetitive element hypomethylation in blood leukocyte DNA and cancer incidence, prevalence, and mortality in elderly individuals: the Normative Aging Study",biomarker,DNA methylation,Alu methylation,disease,cancer mortality,all cancers combined,cohort study,success
2016 - psychological factors and DNA methylation of genes related to immuneinflammatory system markers the VA Normative Aging.pdf,Psychological factors and DNA methylation of genes related to immune/inflammatory system markers: the VA Normative Aging Study,psychosocial,psychological factors,anxiety,biomarker,DNA methylation,ICAM-1 promoter methylation,prospective cohort study,success
2016 - psychological factors and DNA methylation of genes related to immuneinflammatory system markers the VA Normative Aging.pdf,Psychological factors and DNA methylation of genes related to immune/inflammatory system markers: the VA Normative Aging Study,psychosocial,psychological factors,anxiety,biomarker,DNA methylation,F3 promoter methylation,prospective cohort study,success
2016 - psychological factors and DNA methylation of genes related to immuneinflammatory system markers the VA Normative Aging.pdf,Psychological factors and DNA methylation of genes related to immune/inflammatory system markers: the VA Normative Aging Study,psychosocial,psychological factors,anxiety,biomarker,DNA methylation,TLR-2 promoter methylation,prospective cohort study,success
2016 - psychological factors and DNA methylation of genes related to immuneinflammatory system markers the VA Normative Aging.pdf,Psychological factors and DNA methylation of genes related to immune/inflammatory system markers: the VA Normative Aging Study,psychosocial,psychological factors,anxiety,biomarker,DNA methylation,iNOS promoter methylation,prospective cohort study,success
2016 - psychological factors and DNA methylation of genes related to immuneinflammatory system markers the VA Normative Aging.pdf,Psychological factors and DNA methylation of genes related to immune/inflammatory system markers: the VA Normative Aging Study,psychosocial,psychological factors,anxiety,biomarker,DNA methylation,NR3C1 promoter methylation,prospective cohort study,success
